v_X1;v_X2;v_X3;v_X4;v_X5;v_X6;v_X7;v_X8;v_X9;v_X10;v_X11;v_X12;v_X13;v_X14;v_X15;v_X16;v_X17;v_X18;v_X19;v_X20;v_X21;v_X22;v_X23;v_X24;v_X25;v_X26;v_X27;v_X28;v_X29;v_X30;v_X31;v_X32;v_X33;v_X34;v_X35;v_X36;v_X37;v_X38;v_X39;v_X40;v_X41;v_X42;v_X43;v_X44;v_X45;v_X46;v_X47;v_X48;v_X49;v_X50;v_X51;v_X52;v_X53;v_X54;v_X55;v_X56;v_X57;v_X58;v_X59;v_X60;v_X61;v_X62;v_X63;v_X64;v_X65;v_X66;v_X67;v_X68;v_X69;v_X70;v_X71;v_X72;v_X73;v_X74;v_X75;v_X76;v_X77;v_X78;v_X79;v_X80;v_X81;v_X82;v_X83;v_X84;v_X85;v_X86;v_X87;v_X88;v_X89;v_X90;v_X91;v_X92;v_X93;v_X94;v_X95;v_X96;v_X97;v_X98;v_X99;v_X100
10.0;9.984208104042109;9.952786908836622;9.9324207369162;9.9324207369162;9.9324207369162;9.9324207369162;9.911533479125566;9.911533479125566;8.604885542435435;8.490567362506203;8.354100412291942;7.829976406404744;7.375018411083221;6.77954151523926;9.060290162222824;8.837114766588602;8.562520173505522;8.473253609472799;8.629002500802162;8.259561202418045;8.568154432579947;8.027830325278268;4.582339004180383;5.26815634688037;4.219064216172605;5.117251266705309;4.2789209807161;8.735981805376113;8.544185420747967;8.22485818132791;5.1674102327443;8.321278421939507;8.775287562159921;8.482705780330758;8.637106684093359;8.842670330369074;9.033136270699783;7.2479884443178095;7.415708483976737;7.501669625497628;7.69057522588688;7.7901041467303624;7.346184853430151;9.474012973462345;9.483046105290999;9.491508158863724;9.44692826633493;9.386360272242365;9.425305823491898;9.290226704317599;9.3425363561026;9.262987622966758;9.223067481254061;9.241660955566266;9.381469330226007;9.438453574900269;9.474864107664933;9.383240080619213;9.749017076762131;9.768561314585014;8.026160076481782;9.31534347391651;9.097578402710607;9.090297274351252;5.777044787388466;8.26933851618523;8.73390676668128;8.211588956628063;8.028193076108774;4.161341405582777;4.039985093788033;3.8179945688301156;3.8236865653300818;4.71539525307792;3.572919932928752;4.568614330092425;8.409766618708296;8.227858356883392;5.839153806307939;9.173017796048034;9.405128454811615;9.481206094049433;8.353864523868548;9.776862229022152;9.676105491443453;9.61875297822432;9.584223105970883;9.634189833132151;9.667138441270042;9.575711090475117;9.678279893915983;9.8286459173189;9.934471529058133;9.946203247558463;9.946203247558463;9.946203247558463;9.9498827630899;9.972838822434882;9.990505681642878
9.984208104042109;10.0;9.99223614883376;9.983329508080939;9.983329508080939;9.983329508080939;9.983329508080939;9.946653706650823;9.946653706650823;8.834600246433638;8.724123993486508;8.593516549337362;8.093699973720634;7.500400104067425;6.866109644213896;9.152285470481116;8.935060597723982;8.663112628581281;8.578771189748933;8.690046802670212;8.375395384186342;8.605857887859544;8.175109435554235;4.873482731692038;5.320502461832653;4.395545723823719;5.036592733144173;3.830717290363313;8.706304760406812;8.67358690711827;8.138456802904264;5.003984719977333;8.161768378556314;8.63163790485321;8.466218019591487;8.668378684685642;8.917290982033576;8.995742650954446;7.141970490250312;7.314927048375875;7.435331805946663;7.619423269461553;7.720250525331955;7.271106782704441;9.449752978875717;9.236946541399506;9.25516618490486;9.229673624959368;9.210118984583895;9.271134604019258;9.194680456189634;9.25974270519468;9.17943335940074;9.135274078022748;9.155243772395083;9.28806032719936;9.343344938056156;9.383587329681662;9.34263845527138;9.587212085154079;9.613434285185413;8.048967219523572;9.294651964150162;9.036892389878266;9.029281364016617;5.8158435347001864;8.132977572794886;8.473488936413021;7.837744566160845;7.966924803437727;4.145907970838785;3.7451015667786587;3.4052597937685753;3.718791532649392;4.71235779247931;3.584328773798807;4.063715826569245;8.21990470774313;8.074693409530482;5.930659873581144;9.111080808748577;9.38784407514233;9.46533893622239;8.309536358762813;9.62635772998368;9.492485899157671;9.417655474509683;9.359923672993094;9.431985992561158;9.475276751314015;9.4450161205139;9.557246562469507;9.689704976618904;9.846926206088794;9.865861741978911;9.865861741978911;9.865861741978911;9.871936019668944;9.911666108562944;9.948479131331242
9.952786908836622;9.99223614883376;10.0;9.997984678640005;9.997984678640005;9.997984678640005;9.997984678640005;9.976987477410061;9.976987477410061;8.935795467832119;8.849760160660203;8.713105576105535;8.124679677766675;7.874019488591116;7.186365613975263;9.277301510044142;9.032621332966036;8.757895736071896;8.646830009936885;8.72815495997946;8.416388096140874;8.561938626718693;8.113722001616768;4.589692024612336;4.858422459812617;4.38282587207878;4.906504245180848;3.8212584185768472;8.587340556685302;8.55743783350596;8.068309812112357;4.877205873547023;8.183057480029818;8.659717957355141;8.518781599032744;8.75544314971285;8.808467987142398;8.91325002055519;6.965179770499636;7.128972384089046;7.253457883889607;7.450555037050135;7.354925384432595;6.953974127760207;9.34698990164037;9.159661461383372;9.177576721427126;9.150490763552044;9.119924036746909;9.174135659810906;9.08619481660871;9.161330697665553;9.054640747028524;9.005936803129321;9.027900024047732;9.173707149921075;9.232096661320607;9.272279300993011;9.22420745612033;9.51290475370972;9.525702190668095;7.74621721291762;9.249993007889795;8.973253503195481;8.965754836278453;5.683655775932575;8.238199620888109;8.493459656446996;7.8635663506229685;7.943099840716668;3.8982539246409282;3.4744904285528193;3.5013728911004343;3.333260125002574;4.55274601600062;3.5911370644418126;4.145577641810841;8.26801880982562;8.220305107919174;5.623469362278172;8.993493176519333;9.29149852048673;9.377273486502723;7.86057314824874;9.505369056628284;9.386113330816375;9.307730825149527;9.271290522461783;9.349719181230356;9.396192339975572;9.358234550087534;9.481743214310354;9.609952766465167;9.789874526197698;9.811987362422204;9.811987362422204;9.811987362422204;9.819342911852402;9.865604012270847;9.901912361221298
9.9324207369162;9.983329508080939;9.997984678640005;10.0;10.0;10.0;10.0;9.987192571688666;9.987192571688666;9.107953984027755;9.00754131696415;8.870929399231306;8.05829468701786;7.785371301204972;7.103884450362609;9.342563339851353;9.115614104325815;8.857076029379641;8.55892946280256;8.651640688227666;8.326719208937284;8.560151502399808;8.113302496419834;4.646931845866969;5.030658592375068;4.0884062629789115;4.64846012185929;3.51929871163896;8.65195127762107;8.592631039872995;8.081305404267807;4.899840681340262;8.100247016930014;8.590584737477382;8.439021904320153;8.642439834142168;8.709060836441807;8.80879975700106;6.735122522032846;6.889044848299687;7.018697240640056;7.229923862118474;7.134134142408088;6.80863566132357;9.295721381703103;9.111071702964834;9.131715874208323;9.103630872754616;9.054168305165112;9.104089156793833;9.007493959656705;9.09056191046731;8.989385818460573;8.937964262229933;8.960960981643634;9.11053564201171;9.169214746401293;9.209979145954934;9.157462154163943;9.463151286914263;9.482718366311138;7.603727898998357;9.189022644003996;8.898018525198218;8.889475497336068;5.443972093572337;8.108716908070042;8.421400498931924;7.768743955072277;7.881167025449978;4.000321479725066;3.259781222483105;3.1873039420212814;3.087684059187093;4.627141696033915;3.49215339999262;3.926681911659287;8.171438325530792;8.104894897273422;5.32262032814662;8.889310297018081;9.200900232546338;9.294840830526091;7.647012908297327;9.444011708030313;9.327040100299145;9.24582793918783;9.211719707400293;9.29443181558442;9.343422856712198;9.301559256142442;9.432692242971934;9.565610994782817;9.75630046504292;9.780809971285631;9.780809971285631;9.780809971285631;9.788854030694017;9.837452622417677;9.876038089917888
9.9324207369162;9.983329508080939;9.997984678640005;10.0;10.0;10.0;10.0;9.987192571688666;9.987192571688666;9.107953984027755;9.00754131696415;8.870929399231306;8.05829468701786;7.785371301204972;7.103884450362609;9.342563339851353;9.115614104325815;8.857076029379641;8.55892946280256;8.651640688227666;8.326719208937284;8.560151502399808;8.113302496419834;4.646931845866969;5.030658592375068;4.0884062629789115;4.64846012185929;3.51929871163896;8.65195127762107;8.592631039872995;8.081305404267807;4.899840681340262;8.100247016930014;8.590584737477382;8.439021904320153;8.642439834142168;8.709060836441807;8.80879975700106;6.735122522032846;6.889044848299687;7.018697240640056;7.229923862118474;7.134134142408088;6.80863566132357;9.295721381703103;9.111071702964834;9.131715874208323;9.103630872754616;9.054168305165112;9.104089156793833;9.007493959656705;9.09056191046731;8.989385818460573;8.937964262229933;8.960960981643634;9.11053564201171;9.169214746401293;9.209979145954934;9.157462154163943;9.463151286914263;9.482718366311138;7.603727898998357;9.189022644003996;8.898018525198218;8.889475497336068;5.443972093572337;8.108716908070042;8.421400498931924;7.768743955072277;7.881167025449978;4.000321479725066;3.259781222483105;3.1873039420212814;3.087684059187093;4.627141696033915;3.49215339999262;3.926681911659287;8.171438325530792;8.104894897273422;5.32262032814662;8.889310297018081;9.200900232546338;9.294840830526091;7.647012908297327;9.444011708030313;9.327040100299145;9.24582793918783;9.211719707400293;9.29443181558442;9.343422856712198;9.301559256142442;9.432692242971934;9.565610994782817;9.75630046504292;9.780809971285631;9.780809971285631;9.780809971285631;9.788854030694017;9.837452622417677;9.876038089917888
9.9324207369162;9.983329508080939;9.997984678640005;10.0;10.0;10.0;10.0;9.987192571688666;9.987192571688666;9.107953984027755;9.00754131696415;8.870929399231306;8.05829468701786;7.785371301204972;7.103884450362609;9.342563339851353;9.115614104325815;8.857076029379641;8.55892946280256;8.651640688227666;8.326719208937284;8.560151502399808;8.113302496419834;4.646931845866969;5.030658592375068;4.0884062629789115;4.64846012185929;3.51929871163896;8.65195127762107;8.592631039872995;8.081305404267807;4.899840681340262;8.100247016930014;8.590584737477382;8.439021904320153;8.642439834142168;8.709060836441807;8.80879975700106;6.735122522032846;6.889044848299687;7.018697240640056;7.229923862118474;7.134134142408088;6.80863566132357;9.295721381703103;9.111071702964834;9.131715874208323;9.103630872754616;9.054168305165112;9.104089156793833;9.007493959656705;9.09056191046731;8.989385818460573;8.937964262229933;8.960960981643634;9.11053564201171;9.169214746401293;9.209979145954934;9.157462154163943;9.463151286914263;9.482718366311138;7.603727898998357;9.189022644003996;8.898018525198218;8.889475497336068;5.443972093572337;8.108716908070042;8.421400498931924;7.768743955072277;7.881167025449978;4.000321479725066;3.259781222483105;3.1873039420212814;3.087684059187093;4.627141696033915;3.49215339999262;3.926681911659287;8.171438325530792;8.104894897273422;5.32262032814662;8.889310297018081;9.200900232546338;9.294840830526091;7.647012908297327;9.444011708030313;9.327040100299145;9.24582793918783;9.211719707400293;9.29443181558442;9.343422856712198;9.301559256142442;9.432692242971934;9.565610994782817;9.75630046504292;9.780809971285631;9.780809971285631;9.780809971285631;9.788854030694017;9.837452622417677;9.876038089917888
9.9324207369162;9.983329508080939;9.997984678640005;10.0;10.0;10.0;10.0;9.987192571688666;9.987192571688666;9.107953984027755;9.00754131696415;8.870929399231306;8.05829468701786;7.785371301204972;7.103884450362609;9.342563339851353;9.115614104325815;8.857076029379641;8.55892946280256;8.651640688227666;8.326719208937284;8.560151502399808;8.113302496419834;4.646931845866969;5.030658592375068;4.0884062629789115;4.64846012185929;3.51929871163896;8.65195127762107;8.592631039872995;8.081305404267807;4.899840681340262;8.100247016930014;8.590584737477382;8.439021904320153;8.642439834142168;8.709060836441807;8.80879975700106;6.735122522032846;6.889044848299687;7.018697240640056;7.229923862118474;7.134134142408088;6.80863566132357;9.295721381703103;9.111071702964834;9.131715874208323;9.103630872754616;9.054168305165112;9.104089156793833;9.007493959656705;9.09056191046731;8.989385818460573;8.937964262229933;8.960960981643634;9.11053564201171;9.169214746401293;9.209979145954934;9.157462154163943;9.463151286914263;9.482718366311138;7.603727898998357;9.189022644003996;8.898018525198218;8.889475497336068;5.443972093572337;8.108716908070042;8.421400498931924;7.768743955072277;7.881167025449978;4.000321479725066;3.259781222483105;3.1873039420212814;3.087684059187093;4.627141696033915;3.49215339999262;3.926681911659287;8.171438325530792;8.104894897273422;5.32262032814662;8.889310297018081;9.200900232546338;9.294840830526091;7.647012908297327;9.444011708030313;9.327040100299145;9.24582793918783;9.211719707400293;9.29443181558442;9.343422856712198;9.301559256142442;9.432692242971934;9.565610994782817;9.75630046504292;9.780809971285631;9.780809971285631;9.780809971285631;9.788854030694017;9.837452622417677;9.876038089917888
9.911533479125566;9.946653706650823;9.976987477410061;9.987192571688666;9.987192571688666;9.987192571688666;9.987192571688666;10.0;10.0;9.599886469917344;9.223163530010412;9.087098185675698;8.605536114928281;8.290435394564621;7.639454421868342;9.303201153183402;8.885138461291666;8.6158083737732;8.40980106816815;8.587050790839154;8.263046812743134;8.646587317658692;7.926426707035108;4.04764665677895;4.458868570357511;3.833110056095887;4.5906980295320015;3.1253917388788426;8.466572143754505;8.33503727235026;8.118312151683389;5.0064593003277595;7.9638604373001;8.465074560678955;8.252589299641777;8.433601118641306;8.494196521256008;8.744148491283136;6.554444884327344;6.681078637692141;6.832173336974389;7.117632421604444;7.022849722936875;6.845873452633024;9.30591415198147;9.090680812258432;9.140860119238331;9.094751952123955;8.98027276432816;9.016546801753586;8.886286564606706;8.970051410722657;8.857465556375615;8.809226742297675;8.834171187847708;8.996355558902556;9.057828607207535;9.10094365116783;9.0163775225736;9.428543148557893;9.448732542933483;7.588872709786207;9.163360077818883;8.829744414677899;8.829972995930873;4.929514489428996;7.885918981834823;8.334333090328798;7.693023384981181;7.899011536958151;3.4364217878997505;2.751728099378705;2.696652708283306;2.507287942078559;4.106103326678495;3.30804735266365;3.656005120081889;8.041671261667968;7.916488506772825;4.741929605381545;8.791245459559043;9.140818946141986;9.239388859916998;7.507588365260285;9.387464957082305;9.279496445210766;9.196119404603882;9.163545396197451;9.249561728720947;9.300634673653004;9.22249908644486;9.367580570394091;9.527300593515102;9.728067281544442;9.754158450983647;9.754158450983647;9.754158450983647;9.762759517685563;9.813052670033002;9.850090135061482
9.911533479125566;9.946653706650823;9.976987477410061;9.987192571688666;9.987192571688666;9.987192571688666;9.987192571688666;10.0;10.0;9.599886469917344;9.223163530010412;9.087098185675698;8.605536114928281;8.290435394564621;7.639454421868342;9.303201153183402;8.885138461291666;8.6158083737732;8.40980106816815;8.587050790839154;8.263046812743134;8.646587317658692;7.926426707035108;4.04764665677895;4.458868570357511;3.833110056095887;4.5906980295320015;3.1253917388788426;8.466572143754505;8.33503727235026;8.118312151683389;5.0064593003277595;7.9638604373001;8.465074560678955;8.252589299641777;8.433601118641306;8.494196521256008;8.744148491283136;6.554444884327344;6.681078637692141;6.832173336974389;7.117632421604444;7.022849722936875;6.845873452633024;9.30591415198147;9.090680812258432;9.140860119238331;9.094751952123955;8.98027276432816;9.016546801753586;8.886286564606706;8.970051410722657;8.857465556375615;8.809226742297675;8.834171187847708;8.996355558902556;9.057828607207535;9.10094365116783;9.0163775225736;9.428543148557893;9.448732542933483;7.588872709786207;9.163360077818883;8.829744414677899;8.829972995930873;4.929514489428996;7.885918981834823;8.334333090328798;7.693023384981181;7.899011536958151;3.4364217878997505;2.751728099378705;2.696652708283306;2.507287942078559;4.106103326678495;3.30804735266365;3.656005120081889;8.041671261667968;7.916488506772825;4.741929605381545;8.791245459559043;9.140818946141986;9.239388859916998;7.507588365260285;9.387464957082305;9.279496445210766;9.196119404603882;9.163545396197451;9.249561728720947;9.300634673653004;9.22249908644486;9.367580570394091;9.527300593515102;9.728067281544442;9.754158450983647;9.754158450983647;9.754158450983647;9.762759517685563;9.813052670033002;9.850090135061482
8.604885542435435;8.834600246433638;8.935795467832119;9.107953984027755;9.107953984027755;9.107953984027755;9.107953984027755;9.599886469917344;9.599886469917344;10.0;9.98872273974893;9.979523662124166;9.924205472897746;9.773045313963808;9.571744017211792;7.277045616701954;6.0664272901984395;5.37578063677477;4.617793920035165;4.560517085760028;4.764684711818939;5.751955553470087;3.6437397792804633;8.046896069797835;8.131455056673868;7.963497729450461;8.325219258981305;7.621190269665749;3.2479456581069437;4.859055761658235;4.446833933220999;8.60932003724449;4.2249320021754695;4.290522334907116;4.295973747624824;4.787445690565898;5.233162186806509;5.930701507453901;9.20250683722336;9.25806415174063;9.342124420375463;9.448920691533717;9.417075333509148;9.336628140174245;6.7707400647555565;6.381844497101045;6.186281929824529;5.684921436326159;5.32613127927341;5.530133859010956;5.18115142644229;5.411632771987387;5.1123111329298;5.272253109428539;5.338479335920475;5.812314183552004;6.001314974764346;6.122754151193159;5.8977830141517815;7.0961346905977445;7.211674324103695;9.609215837070387;7.06158565496039;5.989273704344032;5.96916128344374;8.305650231893264;2.985515897429191;3.537173848653137;3.784824003169761;4.266459416034309;7.427946156520316;6.883784111191154;2.2812867959451353;7.277168565215559;7.615934124130751;7.793105045929173;7.971064733377189;3.4197650215277813;3.811470012225537;8.516498087380166;6.210119948624535;7.06999750867218;7.325612202671771;9.598102240155297;7.550933282018616;7.173611101089864;6.952048301976127;6.132564900610936;6.736416273507357;6.88792737514222;6.677177746746838;6.756857642609131;7.324176734932622;7.501599525022546;7.622736428139228;7.622736428139228;7.622736428139228;7.664909563068641;7.934649443764772;8.196420131749324
